Data/hora, TI, TE, TREF, Intensidade
22-03-2021 15:54:29, 66.494141, 26.392159, 66.000000, -59.104492
22-03-2021 15:54:32, 64.238281, 26.392807, 66.000000, -32.861328
22-03-2021 15:54:34, 64.345703, 26.392807, 66.000000, -41.369141
22-03-2021 15:54:36, 63.593750, 26.393131, 46.000000, -100.000000
22-03-2021 15:54:39, 63.754883, 26.393131, 46.000000, -100.000000
22-03-2021 15:54:41, 61.069336, 26.393456, 46.000000, -100.000000
22-03-2021 15:54:43, 60.585938, 26.394104, 46.000000, -100.000000
22-03-2021 15:54:46, 60.908203, 26.395077, 46.000000, -100.000000
22-03-2021 15:54:48, 61.445312, 26.395725, 46.000000, -100.000000
22-03-2021 15:54:50, 60.371094, 26.397346, 46.000000, -100.000000
22-03-2021 15:54:53, 59.350586, 26.398319, 46.000000, -100.000000
22-03-2021 15:54:55, 58.115234, 26.399616, 46.000000, -100.000000
22-03-2021 15:54:57, 58.222656, 26.400913, 46.000000, -100.000000
22-03-2021 15:55:00, 57.631836, 26.402212, 46.000000, -100.000000
22-03-2021 15:55:02, 56.718750, 26.402861, 46.000000, -100.000000
22-03-2021 15:55:05, 55.805664, 26.403509, 46.000000, -100.000000
22-03-2021 15:55:07, 55.214844, 26.403833, 46.000000, -100.000000
22-03-2021 15:55:09, 54.731445, 26.403833, 46.000000, -100.000000
22-03-2021 15:55:12, 53.388672, 26.403833, 46.000000, -100.000000
22-03-2021 15:55:14, 52.529297, 26.402861, 46.000000, -100.000000
22-03-2021 15:55:16, 54.462891, 26.401564, 46.000000, -100.000000
22-03-2021 15:55:19, 53.012695, 26.400589, 46.000000, -100.000000
22-03-2021 15:55:21, 52.744141, 26.399616, 46.000000, -100.000000
22-03-2021 15:55:23, 50.971680, 26.398319, 46.000000, -100.000000
22-03-2021 15:55:26, 51.669922, 26.397022, 46.000000, -100.000000
22-03-2021 15:55:28, 52.905273, 26.395725, 46.000000, -100.000000
22-03-2021 15:55:30, 52.529297, 26.394104, 46.000000, -100.000000
22-03-2021 15:55:33, 48.876953, 26.393131, 46.000000, -100.000000
22-03-2021 15:55:35, 47.158203, 26.392483, 46.000000, -97.197266
22-03-2021 15:55:37, 45.976562, 26.392483, 46.000000, -93.951172
22-03-2021 15:55:40, 46.191406, 26.391186, 46.000000, -100.000000
22-03-2021 15:55:42, 45.546875, 26.390537, 46.000000, -96.828125
22-03-2021 15:55:44, 45.385742, 26.389889, 46.000000, -94.793945
22-03-2021 15:55:47, 45.439453, 26.389240, 46.000000, -93.941406
22-03-2021 15:55:49, 45.278320, 26.388592, 46.000000, -90.188477
22-03-2021 15:55:51, 44.741211, 26.387943, 46.000000, -84.716797
22-03-2021 15:55:54, 44.687500, 26.387619, 46.000000, -84.293945
22-03-2021 15:55:56, 44.472656, 26.387619, 46.000000, -79.574219
22-03-2021 15:55:58, 44.096680, 26.388592, 46.000000, -74.961914
22-03-2021 15:56:01, 43.505859, 26.388592, 46.000000, -67.019531
22-03-2021 15:56:03, 43.183594, 26.388916, 46.000000, -59.775391
22-03-2021 15:56:05, 42.324219, 26.389240, 46.000000, -47.052734
22-03-2021 15:56:08, 42.163086, 26.389565, 46.000000, -39.271484
22-03-2021 15:56:10, 43.022461, 26.390213, 46.000000, -41.856445
22-03-2021 15:56:12, 44.042969, 26.390537, 46.000000, -42.830078
22-03-2021 15:56:15, 44.580078, 26.390213, 46.000000, -37.573242
22-03-2021 15:56:17, 43.828125, 26.391186, 46.000000, -29.469727
22-03-2021 15:56:19, 43.452148, 26.393131, 46.000000, -22.494141
22-03-2021 15:56:22, 44.418945, 26.394753, 46.000000, -24.166016
22-03-2021 15:56:24, 44.687500, 26.396698, 46.000000, -22.454102
22-03-2021 15:56:26, 43.935547, 26.398319, 46.000000, -12.094727
22-03-2021 15:56:29, 42.324219, 26.399940, 46.000000, 5.999023
22-03-2021 15:56:31, 42.915039, 26.402212, 46.000000, -1.205078
22-03-2021 15:56:33, 43.881836, 26.404482, 46.000000, 1.151367
22-03-2021 15:56:36, 45.224609, 26.405455, 46.000000, -4.011719
22-03-2021 15:56:38, 45.009766, 26.407076, 46.000000, -0.957031
22-03-2021 15:56:40, 43.720703, 26.407724, 46.000000, 8.757812
22-03-2021 15:56:43, 42.431641, 26.408373, 46.000000, 29.107422
22-03-2021 15:56:45, 42.861328, 26.407724, 46.000000, 25.072266
22-03-2021 15:56:47, 41.088867, 26.405779, 46.000000, 52.995117
22-03-2021 15:56:50, 40.605469, 26.404158, 46.000000, 57.338867
22-03-2021 15:56:52, 40.874023, 26.404158, 46.000000, 66.248047
22-03-2021 15:56:54, 41.948242, 26.403509, 46.000000, 68.980469
22-03-2021 15:56:57, 44.365234, 26.403185, 46.000000, 57.586914
22-03-2021 15:56:59, 45.654297, 26.402861, 46.000000, 49.899414
22-03-2021 15:57:01, 46.459961, 26.403185, 46.000000, 48.173828
22-03-2021 15:57:04, 47.480469, 26.403509, 46.000000, 40.056641
22-03-2021 15:57:06, 47.534180, 26.402861, 46.000000, 41.822266
22-03-2021 15:57:08, 48.071289, 26.402536, 46.000000, 34.994141
22-03-2021 15:57:11, 48.125000, 26.402536, 46.000000, 30.475586
22-03-2021 15:57:13, 48.769531, 26.403509, 46.000000, 21.713867
22-03-2021 15:57:15, 48.393555, 26.404482, 46.000000, 18.376953
22-03-2021 15:57:18, 48.339844, 26.406752, 46.000000, 14.717773
22-03-2021 15:57:20, 49.145508, 26.408049, 46.000000, 0.907227
22-03-2021 15:57:22, 49.790039, 26.409670, 46.000000, -8.445312
22-03-2021 15:57:25, 50.166016, 26.410967, 46.000000, -15.434570
22-03-2021 15:57:27, 50.273438, 26.412588, 46.000000, -24.518555
22-03-2021 15:57:29, 49.145508, 26.413885, 46.000000, -25.169922
22-03-2021 15:57:32, 47.695312, 26.417128, 46.000000, -21.524414
22-03-2021 15:57:34, 48.823242, 26.419722, 46.000000, -37.053711
22-03-2021 15:57:36, 50.004883, 26.422316, 46.000000, -50.058594
22-03-2021 15:57:39, 49.575195, 26.424261, 46.000000, -47.433594
22-03-2021 15:57:41, 48.715820, 26.424910, 46.000000, -50.716797
22-03-2021 15:57:43, 47.050781, 26.425234, 46.000000, -44.493164
22-03-2021 15:57:46, 47.426758, 26.424261, 46.000000, -49.226562
22-03-2021 15:57:48, 50.488281, 26.421667, 46.000000, -83.823242
22-03-2021 15:57:50, 51.293945, 26.416803, 46.000000, -88.771484
22-03-2021 15:57:53, 51.562500, 26.410643, 46.000000, -98.285156
22-03-2021 15:57:55, 51.186523, 26.405130, 46.000000, -100.000000
22-03-2021 15:57:57, 50.756836, 26.400265, 46.000000, -100.000000
22-03-2021 15:58:00, 50.112305, 26.395401, 46.000000, -100.000000
22-03-2021 15:58:02, 49.467773, 26.391186, 46.000000, -100.000000
22-03-2021 15:58:05, 47.963867, 26.386971, 46.000000, -100.000000
22-03-2021 15:58:07, 48.125000, 26.383728, 46.000000, -100.000000
22-03-2021 15:58:09, 47.265625, 26.381134, 46.000000, -100.000000
22-03-2021 15:58:12, 47.480469, 26.378216, 46.000000, -100.000000
22-03-2021 15:58:14, 46.298828, 26.376919, 46.000000, -95.585938
22-03-2021 15:58:16, 45.976562, 26.375946, 46.000000, -99.835938
22-03-2021 15:58:19, 44.741211, 26.374649, 46.000000, -91.141602
22-03-2021 15:58:21, 43.398438, 26.374001, 46.000000, -79.224609
22-03-2021 15:58:23, 44.794922, 26.372704, 46.000000, -87.019531
22-03-2021 15:58:26, 45.546875, 26.372379, 46.000000, -88.852539
22-03-2021 15:58:28, 44.150391, 26.371731, 46.000000, -68.825195
22-03-2021 15:58:30, 43.720703, 26.371405, 46.000000, -67.381836
22-03-2021 15:58:33, 42.753906, 26.371405, 46.000000, -58.204102
22-03-2021 15:58:35, 42.109375, 26.372055, 46.000000, -47.200195
22-03-2021 15:58:37, 39.853516, 26.372379, 46.000000, -23.627930
22-03-2021 15:58:40, 38.618164, 26.372704, 46.000000, -0.109375
22-03-2021 15:58:42, 39.907227, 26.373028, 46.000000, -2.748047
22-03-2021 15:58:44, 41.357422, 26.373352, 46.000000, -0.069336
22-03-2021 15:58:47, 42.968750, 26.374001, 60.000000, 100.000000
22-03-2021 15:58:49, 42.431641, 26.374649, 60.000000, 100.000000
22-03-2021 15:58:51, 42.485352, 26.375946, 60.000000, 100.000000
22-03-2021 15:58:54, 42.055664, 26.377567, 60.000000, 100.000000
22-03-2021 15:58:56, 42.377930, 26.379513, 60.000000, 100.000000
