Data/hora, TI, TE, TREF, Intensidade
22-03-2021 16:32:14, 45.278320, 26.345465, 62.000000, 100.000000
22-03-2021 16:32:16, 45.493164, 26.345140, 62.000000, 100.000000
22-03-2021 16:32:19, 46.352539, 26.345140, 62.000000, 100.000000
22-03-2021 16:32:21, 46.889648, 26.345465, 62.000000, 100.000000
22-03-2021 16:32:23, 47.856445, 26.346113, 62.000000, 100.000000
22-03-2021 16:32:26, 47.641602, 26.347734, 62.000000, 100.000000
22-03-2021 16:32:28, 48.178711, 26.350004, 62.000000, 100.000000
22-03-2021 16:32:30, 48.286133, 26.352274, 62.000000, 100.000000
22-03-2021 16:32:33, 49.790039, 26.353571, 62.000000, 100.000000
22-03-2021 16:32:35, 50.380859, 26.356165, 62.000000, 100.000000
22-03-2021 16:32:37, 51.293945, 26.357786, 62.000000, 100.000000
22-03-2021 16:32:40, 51.293945, 26.359407, 62.000000, 100.000000
22-03-2021 16:32:42, 51.884766, 26.361029, 62.000000, 100.000000
22-03-2021 16:32:44, 52.099609, 26.362650, 62.000000, 100.000000
22-03-2021 16:32:47, 51.186523, 26.365244, 62.000000, 100.000000
22-03-2021 16:32:49, 51.508789, 26.367514, 62.000000, 100.000000
22-03-2021 16:32:51, 51.562500, 26.370756, 62.000000, 100.000000
22-03-2021 16:32:54, 54.194336, 26.373676, 62.000000, 100.000000
22-03-2021 16:32:56, 57.094727, 26.377243, 62.000000, 100.000000
22-03-2021 16:32:58, 58.168945, 26.380486, 62.000000, 100.000000
22-03-2021 16:33:01, 59.672852, 26.384377, 62.000000, 100.000000
22-03-2021 16:33:03, 60.639648, 26.388268, 62.000000, 100.000000
22-03-2021 16:33:05, 60.854492, 26.392159, 62.000000, 100.000000
22-03-2021 16:33:08, 61.767578, 26.396698, 62.000000, 100.000000
22-03-2021 16:33:10, 63.002930, 26.400913, 62.000000, 92.979492
22-03-2021 16:33:12, 64.775391, 26.404806, 62.000000, 76.417969
22-03-2021 16:33:15, 64.077148, 26.408373, 62.000000, 81.233398
22-03-2021 16:33:17, 65.366211, 26.412588, 62.000000, 59.408203
22-03-2021 16:33:19, 65.258789, 26.416155, 62.000000, 60.302734
22-03-2021 16:33:22, 66.870117, 26.419722, 62.000000, 41.968750
22-03-2021 16:33:24, 68.588867, 26.423937, 62.000000, 20.197266
22-03-2021 16:33:26, 71.865234, 26.427828, 62.000000, -15.915039
22-03-2021 16:33:29, 72.724609, 26.431396, 62.000000, -39.083008
22-03-2021 16:33:31, 73.476562, 26.434639, 62.000000, -72.026367
22-03-2021 16:33:33, 73.261719, 26.437233, 62.000000, -88.856445
22-03-2021 16:33:36, 74.497070, 26.439178, 62.000000, -100.000000
22-03-2021 16:33:38, 73.046875, 26.442097, 62.000000, -100.000000
22-03-2021 16:33:40, 72.778320, 26.445339, 62.000000, -100.000000
22-03-2021 16:33:43, 72.080078, 26.447285, 62.000000, -100.000000
22-03-2021 16:33:45, 72.133789, 26.450203, 62.000000, -100.000000
22-03-2021 16:33:47, 70.952148, 26.452797, 62.000000, -100.000000
22-03-2021 16:33:50, 70.791016, 26.454742, 62.000000, -100.000000
22-03-2021 16:33:52, 71.328125, 26.457012, 62.000000, -100.000000
22-03-2021 16:33:54, 70.307617, 26.457985, 62.000000, -100.000000
22-03-2021 16:33:57, 69.663086, 26.458958, 62.000000, -100.000000
22-03-2021 16:33:59, 69.663086, 26.459282, 62.000000, -100.000000
22-03-2021 16:34:01, 71.596680, 26.459608, 62.000000, -100.000000
22-03-2021 16:34:04, 70.468750, 26.460581, 62.000000, -100.000000
22-03-2021 16:34:06, 68.535156, 26.460581, 62.000000, -100.000000
22-03-2021 16:34:08, 69.340820, 26.460257, 62.000000, -100.000000
22-03-2021 16:34:11, 69.233398, 26.460581, 62.000000, -100.000000
22-03-2021 16:34:13, 67.890625, 26.460905, 62.000000, -100.000000
22-03-2021 16:34:15, 64.291992, 26.460905, 62.000000, -100.000000
22-03-2021 16:34:18, 62.734375, 26.460581, 62.000000, -100.000000
22-03-2021 16:34:20, 66.386719, 26.460905, 62.000000, -100.000000
22-03-2021 16:34:22, 68.051758, 26.461229, 62.000000, -100.000000
22-03-2021 16:34:25, 67.998047, 26.460905, 62.000000, -100.000000
22-03-2021 16:34:27, 67.675781, 26.461554, 62.000000, -100.000000
22-03-2021 16:34:29, 65.957031, 26.460905, 62.000000, -100.000000
22-03-2021 16:34:32, 65.473633, 26.461229, 62.000000, -100.000000
22-03-2021 16:34:34, 63.593750, 26.461554, 62.000000, -100.000000
22-03-2021 16:34:36, 61.284180, 26.461229, 62.000000, -94.989258
22-03-2021 16:34:39, 59.887695, 26.459932, 62.000000, -80.129883
22-03-2021 16:34:41, 61.875000, 26.458958, 62.000000, -100.000000
22-03-2021 16:34:43, 59.833984, 26.458309, 62.000000, -69.693359
22-03-2021 16:34:46, 61.230469, 26.457661, 62.000000, -90.927734
22-03-2021 16:34:48, 60.371094, 26.456688, 62.000000, -76.390625
22-03-2021 16:34:50, 62.895508, 26.455715, 62.000000, -90.803711
22-03-2021 16:34:53, 61.713867, 26.455391, 62.000000, -84.323242
22-03-2021 16:34:55, 58.974609, 26.454418, 62.000000, -53.404297
22-03-2021 16:34:58, 59.672852, 26.452797, 62.000000, -68.999023
22-03-2021 16:35:00, 58.706055, 26.451500, 62.000000, -50.218750
22-03-2021 16:35:02, 59.833984, 26.449879, 62.000000, -60.872070
22-03-2021 16:35:05, 58.920898, 26.448257, 62.000000, -44.508789
22-03-2021 16:35:07, 58.920898, 26.445988, 62.000000, -38.350586
22-03-2021 16:35:09, 58.383789, 26.444366, 62.000000, -28.432617
